N,P,K,temperature,humidity,pH,rainfall,state,crop
72.0,41.0,44.0,22.55543908,82.90285159,7.9280778,65.44793171,Uttarakhand,soyabean
65.0,45.0,19.0,23.07860459,83.95161404,7.09021255,166.121433,Goa,lime
65.0,50.0,27.0,26.59877308,65.3147503,7.67760409,136.1523578,Andhra Pradesh,greenbanana
85.0,39.0,35.0,23.35991523,60.93150934,5.28164601,85.62315688,Himachal Pradesh,spongegourd
84.0,51.0,19.0,23.98228549,82.82076963,6.10037687,220.8804912,Assam,apple
69.0,36.0,22.0,22.63648811,75.72990938,7.23264125,123.64169105,Rajasthan,ashgourd
71.0,54.0,31.0,19.10278493,74.48875512,6.69082747,225.06074718,Sikkim,snakeguard
67.0,40.0,39.0,26.44160016,60.47309343,6.80742315,117.80833059,Arunachal Pradesh,maidaatta
91.0,44.0,30.0,23.83570555,80.32447227,6.86576463,60.88347869,Tamil Nadu,chanadal
64.0,50.0,35.0,23.58700718,64.31407211,5.86115864,96.09269639,Goa,taramira
62.0,46.0,44.0,20.39222507,65.47284868,7.78896989,229.30466169,Assam,cotton
98.0,54.0,35.0,21.60359806,58.69170419,6.0788972,228.14513629,Uttarakhand,leafyvegetable
94.0,50.0,42.0,23.40178183,63.60639603,7.51994793,211.57386567,Gujarat,turmeric
92.0,43.0,29.0,24.07491659,76.21516857,5.80920718,234.32895648,Chhattisgarh,muskmelon
61.0,37.0,44.0,22.54622735,74.23175207,6.23567839,282.12846079,Jharkhand,turdal
64.0,40.0,43.0,21.57967101,56.80479402,6.28247154,156.27550266,Maharashtra,wheat
72.0,52.0,19.0,20.6374583,58.07278179,5.40347107,270.59885879,Assam,watermelon
92.0,42.0,20.0,19.36418939,72.00446791,7.00998891,175.29632844,Madhya Pradesh,paddy
81.0,40.0,21.0,20.36176505,78.19115007,6.26134334,274.66350311,Maharashtra,clusterbeans
82.0,37.0,27.0,19.89175235,81.12040312,7.30097775,113.18285719,West Bengal,rajgir
69.0,53.0,32.0,25.79552808,64.97779103,7.88186648,86.06523875,Himachal Pradesh,parval
88.0,41.0,34.0,20.24494902,68.31270221,5.56232817,139.31824617,Telangana,leafyvegetable
76.0,53.0,31.0,19.87964632,80.77441014,6.35890016,245.93739054,Mizoram,tinda
92.0,58.0,24.0,19.30327589,69.61486047,5.25702545,183.61760042,Haryana,guar
78.0,38.0,24.0,22.02536329,71.12991919,6.97684334,271.77019755,Andhra Pradesh,tinda
75.0,55.0,33.0,18.7528941,76.61410871,6.22591022,251.79300169,Manipur,greenpeas
69.0,47.0,25.0,22.41942163,71.73170954,7.28889856,136.05082385,Meghalaya,plum
86.0,55.0,28.0,26.64713968,65.95991168,5.26908331,136.72991865,Haryana,bajra
68.0,45.0,34.0,21.23673704,60.34884473,6.40071175,254.38043721,Chhattisgarh,wheatatta
97.0,49.0,25.0,23.49162558,58.57085589,6.88994445,245.46648405,Tamil Nadu,guava
98.0,37.0,39.0,20.10642464,55.06346612,5.74443486,181.07771906,Nagaland,coriander
89.0,51.0,21.0,19.24991689,81.76395553,6.87297927,102.20442601,Meghalaya,littlegourd
64.0,59.0,21.0,23.22365519,56.0659262,6.98109392,248.03674013,Maharashtra,suratbeans
69.0,57.0,29.0,20.45199001,79.0190217,6.00313459,283.90052079,Andhra Pradesh,tobacco
88.0,60.0,38.0,18.8487557,55.5608187,6.2749152,75.8678986,Manipur,turdal
97.0,48.0,35.0,26.9103819,84.23101239,6.67721558,226.13259351,Tamil Nadu,brinjal
95.0,36.0,36.0,18.54121803,61.56944322,5.7688837,197.28140323,Tamil Nadu,corrianderseed
73.0,40.0,44.0,23.47486735,81.74278032,7.76126048,99.06026514,Assam,spinach
72.0,55.0,35.0,19.06578396,64.28595808,7.78238059,201.96301697,Tripura,rajgir
88.0,46.0,16.0,26.37446747,65.27109919,6.67789775,134.36927977,Bihar,muskmelon
63.0,46.0,34.0,25.30895873,63.48390739,7.55575392,164.23489455,Uttarakhand,littlegourd
81.0,40.0,29.0,22.2648576,83.30570192,5.74984552,231.36625345,Assam,parval
79.0,49.0,43.0,19.75423626,58.82486284,6.59339469,99.93908227,Assam,suratbeans
87.0,59.0,25.0,21.57473378,72.51508978,7.24300131,139.76262119,Bihar,amla
99.0,55.0,32.0,19.92629278,60.06663272,6.47040855,298.92320167,Telangana,orange
65.0,44.0,23.0,20.3820183,66.0642582,5.6312805,270.87454565,Tripura,mushrooms
96.0,36.0,42.0,25.73355537,66.7643016,7.18177324,262.5994719,Tamil Nadu,rubber
77.0,49.0,41.0,26.30948862,81.56170711,7.64026128,246.38913915,Arunachal Pradesh,urddal
74.0,48.0,20.0,23.18308767,73.1032601,6.3159862,289.24362618,Tripura,ginger
73.0,48.0,22.0,26.88564844,68.0485622,7.33166974,216.45150524,Goa,bajra
75.0,56.0,16.0,26.27685762,57.26332014,5.98990998,90.70279261,Mizoram,horsegram
73.0,42.0,42.0,24.0155372,65.02943727,7.88162467,227.0430016,Tripura,greenavare
83.0,53.0,22.0,21.72538675,63.36931481,5.64175983,245.71545642,Madhya Pradesh,cauliflower
95.0,58.0,25.0,20.69961046,76.34768345,5.3584136,271.17580733,Meghalaya,sesamum
68.0,40.0,16.0,23.90617201,80.01675915,5.11878973,125.88664556,Arunachal Pradesh,suratbeans
82.0,46.0,28.0,18.47057689,57.91143702,5.01982582,111.22531732,Tamil Nadu,rajgir
66.0,43.0,16.0,23.33455137,82.78176698,7.70644598,275.30709537,Punjab,elephatyam
63.0,57.0,38.0,25.38229463,69.11481599,5.30430538,145.4488359,Odisha,leafyvegetable
66.0,57.0,43.0,23.31135635,83.5722345,6.63984881,242.84073226,Bihar,sweetpumpkin
66.0,59.0,17.0,26.9051575,81.28732398,5.7322593,184.68747405,Arunachal Pradesh,ragi
74.0,60.0,29.0,20.15819636,62.67159482,5.5089145,133.69672287,Gujarat,pineapple
97.0,37.0,17.0,20.93106421,79.63825671,6.17883951,200.30445524,Jharkhand,leafyvegetable
90.0,35.0,28.0,24.52047318,78.97581971,6.754452,92.39107977,Nagaland,mustard
69.0,50.0,19.0,26.72535393,75.2811871,7.19690912,157.80196777,Tripura,elephatyam
69.0,38.0,43.0,24.8414879,56.89665696,6.31493467,62.40217988,Bihar,coconutoil
80.0,39.0,27.0,19.86991443,70.84437827,7.19545036,226.88683236,Tamil Nadu,amla
81.0,43.0,45.0,26.78092586,78.80424979,7.16072986,219.80020104,West Bengal,spinach
77.0,54.0,42.0,18.48957002,55.34015677,6.37078782,202.13751768,Sikkim,beetroot
93.0,54.0,29.0,19.12615607,76.09805884,5.58398848,191.68722163,Tamil Nadu,greengram
87.0,58.0,26.0,24.32304229,68.44612413,5.92965107,62.56691213,Karnataka,turdal
90.0,56.0,26.0,26.45423865,82.41641192,5.10773456,270.21505792,Goa,tobacco
68.0,56.0,33.0,23.66930536,81.59484447,7.88097065,157.59941525,Andhra Pradesh,onion
73.0,40.0,26.0,25.23840037,67.41021827,5.56824965,184.81707297,West Bengal,cowpea
80.0,55.0,35.0,23.17818939,64.52805417,6.11054242,286.56147467,Arunachal Pradesh,snakeguard
80.0,56.0,31.0,19.35134912,82.03520338,6.1138553,252.49342098,Tamil Nadu,kidneybeans
73.0,44.0,43.0,25.94212442,57.94296132,7.48528533,249.78716936,Uttar Pradesh,sweetpotato
95.0,43.0,15.0,26.61313589,59.12050832,5.39088867,228.74106244,Haryana,beetroot
82.0,40.0,19.0,21.92784324,79.94162657,6.83299786,80.10342167,Meghalaya,ghee
67.0,44.0,29.0,26.37237719,84.42120631,7.82142099,278.12158565,Telangana,sapota
76.0,54.0,41.0,26.1998612,77.95312651,5.27480584,121.29599289,Nagaland,karamani
80.0,47.0,25.0,19.06692696,66.34819016,6.22489256,107.72277793,Meghalaya,sweetlime
69.0,53.0,20.0,22.24153798,72.5804196,7.35670415,181.32583817,Manipur,pomegranate
71.0,50.0,37.0,26.87643633,57.55721409,7.18880487,280.78895584,Punjab,drychillies
76.0,45.0,23.0,21.04338473,80.80141916,5.10839872,101.14596935,Assam,taramira
93.0,54.0,15.0,22.81364844,83.49349057,7.31323814,217.31223208,Meghalaya,hybridcumbu
68.0,56.0,33.0,24.8821182,70.30657916,5.0907864,245.74865343,Telangana,jute
76.0,53.0,15.0,20.6469331,67.42091475,6.7050423,243.56450041,Uttar Pradesh,betalleaves
72.0,57.0,33.0,19.99538811,66.83046393,7.68121358,203.37643617,Chhattisgarh,peascod
74.0,52.0,15.0,18.36070936,62.22899443,5.86278791,99.71327657,Goa,redgram
71.0,46.0,22.0,21.78350592,78.61139239,5.94795435,223.64877697,Punjab,beans
99.0,37.0,36.0,18.04708106,72.73009806,5.40794882,208.98496012,Karnataka,soyabean
66.0,44.0,21.0,25.17080579,80.21248841,6.00306915,197.5317708,Uttarakhand,dusterbeans
66.0,56.0,31.0,18.71277767,71.39623375,6.11502845,158.52058611,Chhattisgarh,sweetpotato
63.0,47.0,34.0,19.86012138,78.07525742,6.1858855,70.81539944,West Bengal,gingellyoil
70.0,54.0,34.0,18.39139561,65.68064229,6.08906475,257.07555658,Haryana,colacasia
76.0,37.0,39.0,22.41535079,69.36615424,6.67911559,149.28523661,Sikkim,blackpepper
68.0,48.0,32.0,23.1517681,78.72368381,7.78510546,190.22071485,Odisha,papaya
93.0,43.0,34.0,18.04063536,61.19932671,6.41597851,185.5399862,Mizoram,tobacco
100.0,45.0,40.0,18.49630875,56.69301041,7.86307981,135.73405847,Odisha,ridgegourd
69.0,57.0,24.0,18.88042747,82.77576475,7.69191336,166.05604158,Odisha,tinda
96.0,45.0,45.0,18.10589953,58.60842983,5.16159664,121.69445704,Chhattisgarh,plum
69.0,52.0,36.0,20.84508334,67.73604251,5.19015969,211.16610436,Maharashtra,potato
68.0,55.0,37.0,23.71452603,62.64092975,5.08561737,94.03694366,Kerala,barley
81.0,57.0,30.0,22.40194694,70.96213406,7.25211697,121.0150103,Rajasthan,kinnow
68.0,49.0,18.0,20.91473278,58.84759109,6.15494807,145.82550697,Assam,potato
83.0,40.0,39.0,21.11144425,70.04186944,6.5234084,98.64044107,Sikkim,cashewnuts
85.0,44.0,27.0,22.19136455,80.40143235,6.0594466,167.4520875,Assam,cabbage
80.0,60.0,37.0,22.83524196,77.76125407,7.85731801,189.06883707,Odisha,drychillies
99.0,37.0,19.0,19.33029097,57.18834396,5.89208604,228.92475294,West Bengal,muskmelon
98.0,35.0,25.0,23.48531915,63.62123441,6.44055292,296.99873961,Rajasthan,orange
76.0,56.0,15.0,26.74698991,67.74521275,5.64275258,212.88227102,Mizoram,soyabean
81.0,38.0,35.0,20.66305458,57.3383479,6.71235298,235.04570997,Tripura,pigeonpeas
74.0,53.0,20.0,18.641585,77.88120086,7.75366911,246.384214,Bihar,rubber
61.0,58.0,28.0,26.68946866,76.43176784,7.65720894,182.63209332,Karnataka,sesamum
72.0,51.0,40.0,20.03607275,83.86545342,6.95051594,125.55268989,Uttarakhand,spongegourd
87.0,39.0,40.0,21.1173457,61.83015319,6.28343116,220.28141954,Maharashtra,rajgir
80.0,37.0,18.0,23.10215302,64.63244028,7.15394488,187.52637372,Telangana,greenchilli
82.0,52.0,44.0,22.28941414,68.77459384,5.27960796,241.72205106,Rajasthan,raddish
74.0,48.0,28.0,21.23909411,69.12803611,7.73594178,195.35167476,Haryana,watermelon
96.0,48.0,37.0,26.9947953,65.46035773,6.83723266,279.68279663,Haryana,spongegourd
96.0,60.0,41.0,20.37957249,73.02867335,6.27408525,135.98476899,Tamil Nadu,corrianderseed
84.0,55.0,24.0,22.36875652,78.75168997,7.9334666,243.82017648,West Bengal,moongdal
70.0,59.0,32.0,18.95382052,63.86952466,7.37347914,283.23459509,Assam,greenbanana
80.0,41.0,35.0,21.12833532,78.17945166,5.48527014,136.56840296,West Bengal,karamani
85.0,39.0,38.0,21.39508853,77.44028489,5.31372077,170.50421098,Tamil Nadu,lime
75.0,57.0,21.0,22.241851,74.70362644,6.50155036,251.39936841,Telangana,sweetpotato
83.0,58.0,16.0,18.33486718,74.22338709,7.93312893,263.30194317,Tamil Nadu,elephatyam
82.0,54.0,20.0,19.55932284,73.26465676,6.08030347,109.33272159,Maharashtra,wood
81.0,41.0,17.0,26.90961217,76.68685489,6.23745739,234.77203701,Tamil Nadu,chillycapsicum
81.0,49.0,28.0,19.53079759,72.43863785,7.46069302,248.89871323,Tamil Nadu,methileaves
74.0,49.0,23.0,19.7500416,66.50189636,6.49583388,176.50876089,Jharkhand,amla
97.0,35.0,44.0,26.31117587,78.76769749,6.35069188,78.46813573,Telangana,bajra
83.0,41.0,38.0,21.84343379,57.89760399,7.02217175,286.43392022,Gujarat,copra
86.0,43.0,25.0,20.323662,79.30115818,6.00719824,184.8847426,Andhra Pradesh,colacasia
68.0,49.0,31.0,18.16690597,78.18745975,6.24801542,231.13545818,Goa,knoolkhol
92.0,46.0,28.0,19.39620141,84.42597886,7.42370363,127.34312118,Uttar Pradesh,seemebadnekai
67.0,35.0,40.0,23.34641576,73.03041669,7.23308209,283.88919815,Nagaland,jowar
89.0,53.0,19.0,22.21223854,73.56381281,7.71165102,232.10672316,Chhattisgarh,orange
83.0,54.0,20.0,26.43739393,61.56253313,7.13623668,277.68642713,Uttarakhand,tapioca
95.0,57.0,26.0,19.22674036,65.58751442,7.52111412,245.73833238,Arunachal Pradesh,methileaves
90.0,35.0,43.0,25.50065364,60.96546199,7.55146716,128.67857855,Assam,peas
77.0,49.0,37.0,25.6189767,72.73720506,6.188184,290.7904705,Rajasthan,pear
94.0,36.0,21.0,23.61822969,67.82121017,6.50270891,270.78799493,Nagaland,coconut
71.0,49.0,38.0,21.45679492,79.89316168,5.58706773,129.10954106,Arunachal Pradesh,mint
62.0,39.0,34.0,25.61876027,58.35499669,7.23610381,214.94751517,Uttarakhand,arecanut
91.0,42.0,44.0,25.46594784,76.18908308,7.76173486,209.59218788,Manipur,peas
67.0,53.0,34.0,21.02811147,81.15393349,5.46954132,64.36077395,Himachal Pradesh,spongegourd
71.0,57.0,27.0,24.16359948,79.60171871,5.41594464,228.39191399,Bihar,gingellyoil
66.0,57.0,22.0,26.99019287,70.73383204,7.05549737,120.37049967,Nagaland,ridgegourd
60.0,39.0,42.0,26.02272757,56.47106543,6.41835273,196.74198286,Gujarat,dusterbeans
87.0,48.0,17.0,22.17482732,82.95738583,7.39121739,249.12695163,Odisha,plum
63.0,59.0,32.0,24.80158564,62.41871797,7.76776022,182.04165659,Gujarat,pigeonpeas
98.0,53.0,41.0,19.59481433,77.52494219,6.18456802,215.04239865,Telangana,linseed
90.0,38.0,32.0,20.06978231,70.05216793,7.87902957,230.11664709,Sikkim,taramira
63.0,58.0,16.0,23.51104228,58.06524712,5.37778015,186.98513816,Tamil Nadu,grapes
74.0,45.0,23.0,21.42328404,67.91369342,5.93025226,182.32939639,Madhya Pradesh,garlic
93.0,49.0,31.0,18.51357633,76.8670095,5.3508148,252.65074738,Telangana,urddal
79.0,40.0,20.0,20.5141136,71.41858839,5.2677804,78.98682757,Mizoram,onion
85.0,56.0,34.0,25.08380372,55.3345771,7.45325056,216.0377572,Andhra Pradesh,chholia
93.0,56.0,35.0,21.74040856,60.72499348,7.61126142,210.65959536,Maharashtra,beans
75.0,45.0,40.0,24.84694666,83.95171978,5.17150248,260.3519341,Bihar,turnip
90.0,50.0,34.0,19.03187471,80.18013967,5.37935809,183.53350694,Uttarakhand,castorseed
80.0,50.0,43.0,24.66147016,60.14391192,5.95935887,121.33858726,Gujarat,chickpea
66.0,41.0,26.0,18.79699384,70.42110093,7.69125922,207.1689497,Maharashtra,jute
66.0,51.0,18.0,18.37043321,83.22117184,5.29058309,268.20414293,Nagaland,lentil
81.0,55.0,25.0,26.43792138,67.41102229,6.10274476,252.05202596,Goa,sweetpotato
98.0,53.0,45.0,21.51340668,66.77319358,7.79190623,291.69917567,Odisha,clusterbeans
95.0,39.0,26.0,19.16533208,82.16381723,5.05059705,193.53555657,Tamil Nadu,urddal
63.0,37.0,23.0,25.16025202,75.8165717,7.02513473,284.94270849,Mizoram,taramira
81.0,35.0,24.0,19.39164508,62.51728952,7.92535153,296.72280507,Andhra Pradesh,whitepumpkin
83.0,35.0,16.0,26.08192049,68.31721286,7.17283306,236.83036754,Telangana,kidneybeans
83.0,44.0,30.0,20.07248682,56.96483799,5.09070146,283.79322348,West Bengal,apple
90.0,37.0,45.0,20.55719886,81.69364116,6.89631404,175.0555568,Mizoram,fieldpea
94.0,45.0,37.0,19.62753618,66.42187843,6.33601519,99.46932626,Kerala,blackgram
85.0,45.0,17.0,20.94670311,59.58491697,5.67906818,277.67495454,Sikkim,amorphophallus
94.0,58.0,37.0,25.55926049,82.44087598,5.98361202,188.98237264,Bihar,frenchbeans
84.0,46.0,40.0,18.26408713,75.60179616,6.6390931,226.89439686,Telangana,plum
63.0,38.0,29.0,25.26095836,83.14462221,6.73266658,90.2537839,Karnataka,horsegram
89.0,39.0,20.0,18.01354898,64.32710911,6.05989471,100.57380238,Arunachal Pradesh,thinai
72.0,52.0,15.0,18.13047855,75.56476445,5.31971165,124.71253211,Bihar,carrot
88.0,41.0,35.0,18.57488835,64.44359894,7.13627297,62.81290007,Kerala,bajra
63.0,57.0,20.0,20.813111,77.04809152,7.59964192,196.75051496,Goa,bottlegourd
90.0,41.0,45.0,23.14563874,78.91839459,5.04003805,64.2502948,Goa,clusterbeans
77.0,53.0,25.0,21.57502923,72.55918814,5.35695404,99.20124164,Bihar,varagu
65.0,35.0,28.0,19.71863551,73.23087918,6.35236097,282.82495103,Haryana,ragi
64.0,50.0,44.0,26.72185278,60.64699086,5.28146233,279.17393536,Odisha,onion
74.0,57.0,40.0,19.23091822,71.67971451,5.38842192,100.49779278,Punjab,kidneybeans
64.0,39.0,19.0,25.57332033,76.55115443,6.09992194,70.37274642,Madhya Pradesh,jowar
77.0,52.0,17.0,24.24218107,70.7621806,5.87044647,132.08892805,Assam,arecanut
87.0,38.0,34.0,22.36297933,59.8951038,6.67918219,188.29197873,Madhya Pradesh,gingellyoil
98.0,59.0,44.0,23.66811352,83.72579944,5.07228589,149.03629887,Punjab,dusterbeans
72.0,57.0,32.0,24.37273997,69.92473082,7.16759718,214.78376125,Himachal Pradesh,chholia
72.0,54.0,26.0,19.72642395,64.06936498,7.88348355,204.97484518,Uttar Pradesh,moathdal
79.0,49.0,27.0,24.4292869,69.30648958,7.27604212,214.18488814,Tripura,chickpea
75.0,46.0,29.0,18.65752386,62.02029142,6.92301152,113.24240241,Punjab,ragi
76.0,53.0,24.0,19.30906933,56.56672172,5.42736685,292.10014869,Tamil Nadu,coconutseed
86.0,36.0,26.0,22.24684743,81.36928084,6.12997005,265.86553437,Kerala,frenchbeans
86.0,54.0,39.0,24.29940238,84.53450432,5.20715192,62.15399166,Odisha,drychillies
80.0,53.0,34.0,18.64039422,82.79099062,5.62539604,94.49282128,Manipur,chholia
98.0,56.0,34.0,24.12968728,63.33485242,7.48476562,164.64481968,Mizoram,raddish
96.0,42.0,32.0,25.27363394,79.56309549,5.24006711,174.63937389,Nagaland,brinjal
68.0,57.0,41.0,21.13728618,63.33505981,6.64487006,242.77430275,Andhra Pradesh,onion
87.0,60.0,35.0,18.7184113,56.96334526,6.42129102,195.46750039,Tamil Nadu,lemon
81.0,48.0,15.0,26.2337695,66.74138755,6.86375604,269.91789027,Goa,ladiesfinger
82.0,40.0,35.0,21.41632228,77.4228016,6.57922631,231.02705452,Tripura,zizyphus
94.0,43.0,18.0,21.89570983,76.42249936,6.21707368,88.39932877,Arunachal Pradesh,spongegourd
94.0,51.0,39.0,18.04765732,61.35630421,5.87915178,295.82520028,Gujarat,watermelon
90.0,55.0,19.0,24.29911361,58.25403456,6.61469496,223.07314687,Gujarat,mint
71.0,45.0,28.0,20.1738249,60.40490216,6.79741931,246.59490562,Mizoram,beetroot
74.0,42.0,16.0,19.17985311,82.54538028,6.63046112,71.23744941,Tamil Nadu,sweetpotato
92.0,45.0,37.0,25.16837605,66.41662632,7.0850371,218.24942846,Chhattisgarh,blackpepper
86.0,52.0,44.0,18.20414034,82.37682752,6.1315726,97.10382908,Jharkhand,pomegranate
72.0,50.0,24.0,26.21918705,80.87030989,7.74410334,294.04341012,Kerala,guar
90.0,36.0,30.0,26.96109596,76.32063775,5.3714231,264.16138789,Meghalaya,greenonion
84.0,42.0,36.0,25.28627234,77.5121904,7.45859369,208.30493247,Goa,jute
91.0,42.0,25.0,23.48071443,84.5781325,5.14083477,74.19981502,Meghalaya,greenpeas
63.0,37.0,34.0,22.64744381,74.13619851,5.27475786,114.60696996,Sikkim,mustardoil
97.0,35.0,17.0,23.24454643,78.30092767,6.97854956,166.15490175,Karnataka,whitepumpkin
64.0,35.0,16.0,26.35591036,61.50705737,5.35820716,235.58697141,Rajasthan,colacasia
66.0,38.0,29.0,25.44593537,67.64174519,7.47596102,204.55518002,Andhra Pradesh,leafyvegetable
94.0,57.0,21.0,21.23199341,56.55167174,5.88539329,82.90971994,Punjab,greenchilli
84.0,44.0,22.0,24.64513556,82.38048802,7.28151929,123.0759647,Arunachal Pradesh,spongegourd
71.0,42.0,15.0,25.53579636,72.14519099,6.33961719,225.38600697,West Bengal,soyabean
84.0,53.0,28.0,26.65314227,68.95749874,6.19659736,275.71488482,Manipur,pigeonpea
73.0,57.0,43.0,23.62136031,82.83790256,5.82982981,229.69220833,Manipur,barley
83.0,57.0,41.0,18.72010863,82.92515176,6.4985301,63.84564684,Himachal Pradesh,cauliflower
68.0,55.0,41.0,25.5927401,79.82999971,7.54713838,292.61568404,Tamil Nadu,thinai
99.0,41.0,35.0,23.84907055,70.19355816,7.63029474,163.98709213,Nagaland,zizyphus
91.0,53.0,33.0,22.00394002,80.68965559,5.65255383,261.12065814,Uttarakhand,betalleaves
66.0,37.0,36.0,20.4412482,74.79722519,7.19969918,177.89236232,Arunachal Pradesh,ginger
73.0,43.0,37.0,23.46373479,72.72510421,5.93999202,107.44424307,Chhattisgarh,chillycapsicum
75.0,37.0,16.0,22.70481309,84.48364163,5.09458392,78.27694538,Bihar,chillycapsicum
74.0,53.0,44.0,23.58298827,67.91040481,5.2486796,247.11178109,West Bengal,groundnutseed
76.0,55.0,18.0,19.53413084,64.10947499,5.75507166,245.00089576,Arunachal Pradesh,parval
95.0,39.0,26.0,20.65799958,57.15788093,6.66610246,280.16279984,Haryana,blackpepper
72.0,52.0,27.0,22.27279434,56.01998589,5.15843175,223.48736322,Uttar Pradesh,grapes
81.0,46.0,28.0,24.34610824,62.52670345,7.47470541,121.51377634,Manipur,capsicum
89.0,42.0,17.0,18.75143511,73.77303066,6.11110822,272.4919094,West Bengal,turdal
71.0,46.0,19.0,22.15423572,80.85434074,7.13074215,191.27603344,Kerala,squash
84.0,42.0,43.0,21.42400903,72.65125311,6.24418075,208.1487256,Uttarakhand,squash
78.0,51.0,32.0,26.58544907,70.41886827,7.99337022,278.8502813,Himachal Pradesh,whitepumpkin
60.0,43.0,25.0,19.66446321,56.3844104,5.24888907,73.63112881,Tamil Nadu,leafyvegetable
69.0,40.0,23.0,19.94037361,58.75220367,5.2691795,226.23039016,Uttar Pradesh,cumbu
63.0,59.0,38.0,19.73705577,59.81305568,5.88362592,92.02133675,Rajasthan,apple
74.0,57.0,42.0,21.75705313,76.40128278,5.2019781,150.13697415,Madhya Pradesh,greengram
72.0,49.0,44.0,20.3554835,71.05625316,6.2445944,194.62863388,West Bengal,coconut
90.0,36.0,34.0,25.03064339,67.32127382,7.82965604,170.16936184,Kerala,methileaves
90.0,50.0,25.0,18.67796504,68.86189093,7.87307188,134.73153011,Nagaland,betalleaves
87.0,45.0,39.0,22.73351129,72.12958562,7.510405,173.90949808,Arunachal Pradesh,cucumber
67.0,58.0,17.0,20.90511064,55.4407119,7.53041224,259.08524374,Himachal Pradesh,rice
68.0,43.0,22.0,22.89162826,60.56930202,5.65209489,96.42485551,Punjab,cumbu
93.0,44.0,22.0,22.07736623,61.74749127,7.69260123,202.15413877,Andhra Pradesh,masurdal
89.0,41.0,18.0,22.07277058,59.48354093,6.69543136,239.32192819,Haryana,banana
70.0,45.0,23.0,19.20462027,59.35239904,7.36206928,236.28894942,Telangana,ridgegourd
66.0,50.0,40.0,20.72714343,57.67686528,6.90434836,99.27577449,Bihar,grapes
66.0,59.0,28.0,18.50360737,81.3015733,7.45158881,79.57156452,Chhattisgarh,roundgourd
74.0,58.0,34.0,25.9092309,62.89964561,6.36769278,212.91525786,Assam,amla
92.0,51.0,32.0,20.92517302,71.19535259,6.70549047,234.93362282,Gujarat,sapota
77.0,37.0,18.0,26.19552346,58.2552235,5.67122246,183.13465575,Nagaland,mint
85.0,49.0,25.0,24.94137778,58.65465607,7.24585922,187.0642423,Odisha,rubber
99.0,51.0,41.0,20.74826706,55.10847188,5.32180773,178.16999832,Kerala,elephatyam
93.0,59.0,40.0,21.49337504,56.89987356,7.26051257,99.97422322,Manipur,soyabean
69.0,57.0,39.0,18.9364367,83.69897503,5.80555987,200.60699687,Manipur,brinjal
71.0,50.0,35.0,26.44035197,73.86594108,6.52778338,113.33036107,Manipur,ridgegourd
70.0,50.0,27.0,26.03372852,65.59235194,7.74630259,218.59321436,Arunachal Pradesh,pumpkin
99.0,44.0,31.0,20.68754718,75.23574458,7.74367453,149.61915428,Punjab,roundgourd
65.0,43.0,37.0,20.22961655,77.26624661,6.14419303,262.24615076,Odisha,grapes
73.0,44.0,42.0,20.770913,83.10833446,7.86042907,204.71195767,Kerala,garlic
72.0,56.0,39.0,20.68958,69.03581656,6.66291231,119.44916426,Uttar Pradesh,sugar
81.0,41.0,42.0,21.25931995,80.79303351,6.3559554,233.54404453,Himachal Pradesh,chickpea
94.0,60.0,28.0,18.08847864,81.74364097,5.51576639,159.62022962,Himachal Pradesh,ridgegourd
95.0,46.0,20.0,19.42976916,78.02712624,7.72505955,153.0047433,Mizoram,pear
95.0,41.0,15.0,21.16119595,65.19187821,7.14750674,233.30484027,Andhra Pradesh,mungbean
90.0,56.0,33.0,23.72612794,73.43731146,6.71068024,172.87536945,Manipur,tinda
67.0,52.0,39.0,24.76574708,81.4543316,7.85476801,118.55085829,Kerala,mustard
81.0,47.0,29.0,23.15216595,77.41544831,6.43755254,216.99027973,Rajasthan,corrianderseed
99.0,48.0,44.0,23.86998262,65.67313241,7.31989194,66.02062333,Karnataka,jaggery
81.0,48.0,20.0,19.80406615,76.86777495,5.4783498,187.83558622,Sikkim,amphophalus
78.0,54.0,16.0,18.3285784,59.64059144,7.59607798,67.6643602,Kerala,muskmelon
73.0,60.0,17.0,23.15750486,79.03456562,7.37590881,249.49262887,Uttar Pradesh,pear
86.0,53.0,26.0,25.48137923,70.79759994,7.10707633,124.31941715,Uttarakhand,karamani
73.0,40.0,40.0,25.87476025,80.34643242,6.41817224,208.83098222,Mizoram,peas
61.0,58.0,22.0,22.55499326,69.47065656,5.07551307,76.63508772,Goa,sapota
83.0,41.0,33.0,20.93890595,68.29410715,7.76428438,220.7319435,Maharashtra,kinnow
62.0,43.0,32.0,23.13873249,68.36205174,5.23955801,221.2378318,West Bengal,leafyvegetable
81.0,56.0,37.0,24.31677503,66.74118981,5.72743061,192.43853118,Andhra Pradesh,parval
95.0,38.0,38.0,21.78110969,80.11500821,6.52558907,247.80037697,Maharashtra,mothbeans
96.0,40.0,24.0,19.08749828,72.62106401,7.91959528,100.91835492,Jharkhand,carrot
95.0,47.0,42.0,19.82297195,63.40558269,7.20548265,112.49035187,Assam,pigeonpea
71.0,47.0,16.0,25.59960788,84.3850525,5.69808562,80.22599238,Telangana,tendercoconut
83.0,36.0,43.0,22.83416402,62.59997655,5.50783712,209.45457631,Jharkhand,amorphophallus
75.0,42.0,32.0,20.70656958,67.86366427,7.95304561,198.5647702,Mizoram,greengram
