N,P,K,temperature,humidity,pH,rainfall,crop,yield
75.0,50.0,26.0,20.7054409,80.89714229,7.46505157,116.79319857,greengram,23670.72
63.0,55.0,23.0,25.20801919,72.6954639,6.7120638,283.52622414,tendercoconut,11352.82
80.0,53.0,41.0,24.85157542,65.10914602,5.27073282,108.94931444,knoolkhol,11028.44
98.0,49.0,37.0,18.02266587,69.13619177,7.8859308,136.27567337,taramira,24640.87
86.0,58.0,23.0,22.99864998,72.09486658,5.61140308,237.06106044,maidaatta,18050.37
90.0,41.0,15.0,23.37348557,80.44679676,7.64151092,296.54714784,sweetpumpkin,24443.72
62.0,41.0,32.0,26.71790676,70.19637162,5.46422019,63.21594043,mango,24777.03
95.0,45.0,32.0,23.13443537,58.0831983,6.3981026,190.79470948,jaggery,18023.79
64.0,53.0,22.0,23.51346793,72.55137678,6.98931666,108.4089442,mint,19199.95
67.0,52.0,30.0,26.75028076,69.7491804,7.12533952,246.15390399,cabbage,23496.49
97.0,54.0,43.0,18.34024827,66.5286681,7.28228396,258.39249866,sweetpumpkin,14895.84
67.0,52.0,34.0,22.61796059,63.81551409,5.93900523,222.63332529,brokenrice,5362.67
61.0,36.0,21.0,23.31904065,79.88669725,6.27346559,151.26656176,tinda,11478.95
88.0,53.0,43.0,20.35999886,62.34308166,7.71029654,216.50118449,mustardoil,24658.27
79.0,41.0,29.0,23.18179367,76.76702552,7.66807677,109.49419806,amphophalus,10977.42
90.0,46.0,32.0,19.80885067,79.52671806,5.20753392,250.92160373,blackpepper,1098.48
99.0,43.0,30.0,22.07630979,58.9688879,6.25128635,172.73744602,kidneybeans,11142.64
63.0,44.0,43.0,22.77321248,56.61633196,6.24600746,60.23865628,kidneybeans,11964.76
94.0,40.0,33.0,19.63326711,81.88161421,5.43082809,238.61752865,turnip,20469.52
63.0,39.0,19.0,18.48857523,62.96429169,6.37336438,172.25044665,blackpepper,1192.41
86.0,40.0,17.0,19.36690725,80.7105678,6.53569076,137.64726425,amaranthus,18272.93
85.0,43.0,35.0,18.05892817,80.79609825,5.63991366,197.34892134,lime,21823.72
90.0,42.0,22.0,18.89597762,63.02786821,7.61889353,143.2590321,chanadal,21588.22
97.0,35.0,35.0,23.49320579,70.71493934,5.96491479,139.65805108,greenchilli,10193.26
74.0,56.0,39.0,24.32548392,56.44367668,6.49364729,183.21429739,greenavare,10832.95
82.0,59.0,43.0,26.52841192,70.42823026,5.08295102,100.61414056,mustard,17783.96
79.0,40.0,42.0,24.40697755,72.65452682,7.71199902,75.08583615,soyabean,13599.71
95.0,44.0,30.0,22.70043332,65.47475704,5.73098612,121.32623609,drychillies,11991.19
76.0,38.0,43.0,18.83333011,68.77631849,6.17555193,145.72341148,kidneybeans,12768.44
94.0,53.0,40.0,19.6457561,70.1233887,5.9155439,107.98997169,parval,20757.47
83.0,55.0,17.0,19.86894183,84.25179795,5.21462318,190.47348116,wheat,3441.62
99.0,50.0,21.0,23.83059916,76.11373743,7.80692691,290.40453984,bajra,20333.72
81.0,58.0,29.0,21.04412329,60.91225574,6.0642301,223.85108181,sesamum,12581.27
69.0,36.0,16.0,21.33991561,77.02316644,5.57177036,268.73087518,clusterbeans,20311.55
98.0,59.0,32.0,23.58326834,69.41116773,7.23695481,65.9132322,sapota,24980.8
62.0,40.0,22.0,19.46195179,63.37815713,6.5285766,72.41161439,rice,2007.02
71.0,45.0,43.0,25.7653435,76.31497326,6.37401506,90.96425446,paddy,2472.76
86.0,54.0,30.0,20.65951989,84.93518543,6.10027299,251.37354888,capsicum,16998.05
81.0,43.0,28.0,20.09975806,61.94066881,6.68415088,64.92200605,greenavare,13678.74
90.0,45.0,29.0,18.23163139,57.89256827,5.78330472,112.12102606,cucumber,23406.66
63.0,43.0,34.0,23.18716635,78.85847846,5.0111156,80.47843974,bengalgram,24967.11
78.0,41.0,23.0,26.51132073,60.32320904,5.11596403,246.12515431,ragi,10371.87
76.0,45.0,40.0,21.13938723,64.00036975,6.57243504,102.27072498,tomato,37776.68
75.0,35.0,44.0,23.39585788,65.08397496,6.91614901,85.37964616,coriander,23119.07
77.0,42.0,32.0,21.92782215,78.08886901,6.43325351,122.59169814,ladiesfinger,19508.45
98.0,56.0,42.0,24.62004369,65.55923587,7.82685584,82.62758131,lentil,13736.83
77.0,59.0,35.0,20.72317959,75.24116793,5.63393943,75.66371114,mungbean,18652.99
72.0,43.0,31.0,23.91793147,68.02682118,6.51115704,219.40067131,chanadal,23821.69
75.0,47.0,29.0,21.53903063,83.88948722,6.16560919,222.68363226,mustardoil,18124.41
72.0,46.0,31.0,24.53760379,57.80601085,5.46409513,65.90112627,moongdal,13799.18
62.0,53.0,23.0,20.77456971,65.18137115,6.54367154,229.46176453,lemon,12320.71
100.0,55.0,22.0,23.42366687,65.44093076,7.51040855,106.67529195,muskmelon,19239.28
80.0,58.0,35.0,24.01455837,74.37592734,7.24088507,196.46353608,rice,3175.83
92.0,40.0,18.0,26.74689977,62.39707339,5.22749825,109.53781785,sugar,86106.89
98.0,39.0,44.0,25.95968075,84.39226953,6.49409564,283.32935305,maize,4258.51
74.0,56.0,41.0,21.07333605,57.54925102,5.81554114,209.62304512,greenbanana,10718.4
99.0,53.0,25.0,20.28541429,77.87463752,5.02306091,117.68938077,coffee,1883.12
95.0,51.0,17.0,26.75173265,63.61933861,7.62789631,234.49106268,brinjal,20295.39
79.0,59.0,17.0,23.62822797,61.11804739,5.67540752,193.05734823,karamani,18303.54
92.0,38.0,24.0,19.90827414,84.92125846,6.46073468,138.61000475,cucumber,12248.59
85.0,38.0,36.0,25.24101504,68.00821813,5.78319438,70.70004879,blackgram,24519.71
73.0,46.0,44.0,26.53109344,66.1530629,7.97460453,70.54200252,mango,23977.81
67.0,39.0,30.0,20.43401789,84.05249916,7.8563636,263.04344516,rajgir,19716.25
91.0,41.0,17.0,25.50122697,76.09362577,7.90915054,290.71912695,seemebadnekai,22254.98
75.0,52.0,24.0,20.20467444,83.24865573,6.03358135,123.29402046,turdal,17689.19
94.0,36.0,22.0,26.41878004,81.17148474,5.09427497,70.92414043,tomato,22059.41
72.0,47.0,29.0,22.82842952,80.03792694,5.89417558,83.97636624,orange,17840.61
78.0,51.0,33.0,20.47770742,64.4051691,7.62883942,79.78043351,peas,16396.28
82.0,38.0,40.0,18.43933739,72.99757019,7.30809306,154.1021959,castorseed,19402.52
71.0,36.0,37.0,18.48227833,60.00026933,7.1665185,284.37605355,wood,18610.78
94.0,42.0,36.0,26.36494706,58.76307089,6.19343259,187.81158388,littlegourd,23167.35
69.0,42.0,38.0,22.20189241,75.76699268,7.22890645,225.02126299,sesamum,12450.54
83.0,59.0,25.0,21.86461457,57.71562585,6.27944781,76.97569199,peas,13428.13
87.0,39.0,30.0,25.84629692,62.04738808,7.107603,153.38109613,coffee,1939.02
83.0,41.0,39.0,26.84544745,81.53157143,7.08517778,223.92953718,leafyvegetable,16564.06
96.0,54.0,40.0,22.60359923,75.27045343,6.31044017,247.64214841,jute,14209.51
85.0,50.0,39.0,21.65105473,63.71512573,7.98127029,249.80476281,tamarindfruit,12840.44
73.0,52.0,16.0,23.45143713,73.35303273,7.80076214,267.55773194,brinjal,21320.27
64.0,60.0,26.0,22.45053084,83.22359098,5.70837207,244.71093153,karamani,23362.55
66.0,47.0,36.0,18.35774717,75.03003352,6.02064817,259.82589564,amphophalus,12057.26
91.0,43.0,33.0,19.07659065,78.18686165,6.11596227,255.13353461,cowpea,13325.73
76.0,49.0,17.0,22.12179408,77.61928591,7.39876706,251.32158549,moathdal,24531.38
63.0,60.0,39.0,22.5582462,63.38996418,6.4633137,126.63244418,amaranthus,16953.62
96.0,49.0,28.0,18.75474971,81.62075191,6.77809042,193.18383081,betalleaves,24385.43
99.0,48.0,24.0,23.7007924,76.49400739,6.56178207,161.57920948,jute,11766.62
68.0,40.0,44.0,22.27703683,68.45485524,6.7400911,77.55086093,orange,28244.92
62.0,35.0,30.0,22.55736922,82.93216606,7.44507673,297.37195795,chickpea,23114.2
97.0,53.0,23.0,25.28788098,63.60150091,6.51150131,166.01127759,tobacco,22764.36
97.0,47.0,30.0,18.30150157,76.40213321,5.93382627,149.68890423,ragi,14267.57
64.0,42.0,43.0,25.76760572,77.23669708,7.91827539,147.06931449,garlic,1449.71
86.0,54.0,36.0,24.56611491,68.40073474,5.66338126,294.89520779,amla,22872.9
78.0,53.0,30.0,19.7465713,77.92074201,6.14570266,88.58789955,methileaves,10326.19
76.0,56.0,25.0,18.7168557,65.84256619,7.28608444,81.57403908,lentil,15481.48
64.0,46.0,28.0,21.44563326,57.73637301,5.20894206,175.11499674,lentil,19924.34
93.0,57.0,36.0,21.89793925,67.99673539,5.84553257,113.07822241,potato,21709.18
71.0,59.0,22.0,22.40605306,78.99082996,6.5852013,298.6177035,longmelon,21374.7
60.0,38.0,37.0,25.69090065,62.89123266,5.90186628,230.77417622,ridgegourd,11572.54
89.0,35.0,16.0,24.29973237,84.79462837,6.23787649,269.85834628,pigeonpeas,19116.34
79.0,53.0,17.0,18.22706695,68.7257541,6.9897162,88.24549201,capsicum,21826.66
74.0,50.0,29.0,21.90238999,66.78344426,6.29676203,152.50759544,cotton,1554.87
79.0,38.0,18.0,25.99316566,64.63443518,7.69109587,239.22922699,chanadal,10175.97
66.0,54.0,24.0,21.79290931,78.40210908,7.76693683,182.89304934,hybridcumbu,20550.93
65.0,45.0,27.0,22.20348934,61.53593003,7.50396932,207.38018711,seam,18618.32
81.0,43.0,25.0,19.56005306,79.23215762,7.02322174,182.02398734,banana,26511.44
97.0,54.0,36.0,22.40653418,65.45298755,6.20591209,77.0575771,coconutoil,11146.24
85.0,38.0,34.0,21.17472752,60.49752851,6.79918953,231.73796281,carrot,20909.01
64.0,41.0,22.0,26.36534354,69.467845,6.93097481,219.09773681,greenpeas,20263.91
83.0,58.0,20.0,25.74808934,72.51205983,5.12558098,263.86005564,taramira,17581.55
62.0,56.0,36.0,23.02245961,78.36772369,7.06215272,192.41607955,lime,18720.48
67.0,56.0,26.0,24.81932702,60.87316912,7.44377067,254.38537778,varagu,19163.12
68.0,43.0,24.0,24.98305814,79.91200478,6.96013854,115.52645357,thinai,18401.2
69.0,52.0,42.0,20.18379483,77.57075656,6.31680841,268.93608919,elephantyam,13508.58
83.0,45.0,26.0,21.05164136,71.53782804,7.74419966,147.67228695,pumpkin,13024.02
72.0,47.0,24.0,26.99272132,65.77796327,6.90814684,259.34324088,cauliflower,19727.5
67.0,51.0,20.0,20.76647021,72.26394561,6.94883863,186.57009586,potato,21651.35
83.0,43.0,23.0,19.68631526,66.77356731,5.72023607,60.61316022,moongdal,15649.56
87.0,42.0,24.0,21.57564203,70.533448,7.03595258,98.78986485,chickpea,15126.78
95.0,57.0,40.0,26.60329056,57.01960795,7.91558293,88.38930939,guava,14728.15
68.0,36.0,22.0,22.56778028,67.40321776,6.94154316,236.86218608,greenavare,15618.86
92.0,42.0,21.0,25.6489705,81.04132837,7.24057626,172.29655517,spinach,19881.08
84.0,44.0,44.0,26.56018877,81.21457963,5.89210155,142.54842307,pineapple,21062.13
62.0,36.0,22.0,26.37585872,84.09671311,5.78377403,281.31632556,pigeonpea,23377.66
96.0,41.0,31.0,25.35834521,80.61101598,6.50718934,161.34476004,carrot,16225.06
69.0,53.0,18.0,19.3280122,58.17761332,7.38421637,131.06841386,copra,19366.77
92.0,54.0,32.0,26.95685571,81.69514241,6.0684067,154.90782859,capsicum,13600.07
60.0,59.0,17.0,21.89317078,64.54853631,5.98579514,123.531059,banana,28355.97
94.0,38.0,28.0,25.07993585,82.60963236,5.18928485,72.48081321,brokenrice,2090.54
65.0,44.0,42.0,22.93324673,67.38309594,6.27053318,151.74241616,thinai,19477.66
70.0,52.0,32.0,24.65797873,57.42411089,6.70936706,292.80772174,chanadal,20276.77
90.0,54.0,38.0,23.32438732,79.14619562,5.46403366,151.99377429,greenpeas,22697.28
83.0,42.0,43.0,25.59909962,70.38678277,7.37492274,136.58666013,cashewnuts,19004.13
65.0,36.0,37.0,20.58545458,75.06101315,7.62930891,270.07097559,redgram,20612.78
71.0,36.0,39.0,20.02527332,81.69438745,5.42185245,97.84453081,elephantyam,14548.12
70.0,36.0,22.0,23.71196313,66.58620429,7.69502662,69.92619353,coconutoil,15573.43
71.0,53.0,43.0,20.09545567,83.3381257,7.55630086,61.79977889,moongdal,20545.55
73.0,59.0,29.0,25.312844,79.33257007,6.22567615,126.18988897,moathdal,16532.8
100.0,47.0,37.0,22.55974914,83.87505455,5.22238677,164.810525,kinnow,10219.05
91.0,42.0,38.0,21.05022981,59.24248307,7.31330825,110.75096986,lentil,17034.52
98.0,52.0,18.0,26.55920866,81.71024234,6.14180124,72.31451388,ridgegourd,13984.39
94.0,48.0,17.0,19.85356168,59.07250134,6.89208785,182.20466461,knoolkhol,15038.49
86.0,50.0,28.0,20.57833665,71.80399248,6.32247142,125.71557908,seam,21836.87
76.0,38.0,32.0,23.98293393,62.40080654,6.19454328,134.63535227,watermelon,23987.77
86.0,54.0,34.0,25.05084729,55.85425647,7.08128391,266.09769794,ragi,11423.55
81.0,53.0,44.0,20.49196987,80.1474063,6.9608813,94.85374829,mango,22337.6
65.0,49.0,22.0,21.09171702,81.98622894,6.82332238,190.77827506,jute,22811.26
67.0,59.0,20.0,24.71793942,68.30212843,7.51835263,274.80948977,pumpkin,20457.84
86.0,58.0,29.0,24.99878922,69.24414531,6.90181565,251.54067437,sapota,19304.32
70.0,56.0,26.0,25.75149256,75.32120304,6.83061499,80.13422637,sugar,54689.51
69.0,57.0,21.0,18.14436883,76.53370885,6.17511187,114.05705828,amorphophallus,16264.48
81.0,37.0,24.0,25.91449647,72.24292456,7.04574426,72.63305701,guava,12858.13
80.0,35.0,22.0,20.07209437,79.98637719,7.21257485,234.5672274,frenchbeans,23833.06
93.0,51.0,28.0,21.62125141,81.80475507,6.12931085,121.58152761,guava,12234.34
81.0,44.0,42.0,19.00515383,57.82559977,6.52749787,222.17994496,redgram,15778.16
95.0,44.0,17.0,18.89864866,78.21468181,6.17652569,173.73873679,beans,19468.16
81.0,36.0,33.0,25.18901225,66.21267946,6.52066399,292.7550973,masurdal,11851.22
84.0,43.0,20.0,18.47899603,66.29798475,6.22015683,205.57558171,apple,25146.98
100.0,55.0,40.0,20.71860186,62.01764608,6.19666383,108.97280031,tamarindfruit,11044.49
61.0,57.0,27.0,26.82953574,58.46122092,6.35502179,150.959756,dusterbeans,24059.24
92.0,43.0,22.0,24.24279356,65.62015109,5.10223473,86.16001815,jowar,11303.55
64.0,48.0,22.0,25.15600088,58.70990681,6.77107419,201.99995862,orange,28395.99
92.0,38.0,36.0,23.69356635,80.02584112,5.26124099,88.25342429,pigeonpea,18821.54
91.0,38.0,28.0,24.02339289,78.67716944,6.4029514,275.08864337,onion,16946.53
92.0,58.0,35.0,21.44446712,77.14455647,6.8730567,263.13316635,fieldpea,21582.04
92.0,39.0,23.0,22.61596779,84.17378973,7.28957216,93.15867993,mushrooms,11433.2
83.0,35.0,34.0,19.45910556,63.08923596,5.77305349,77.15631401,suratbeans,18032.94
76.0,43.0,20.0,23.30323436,71.91177698,5.50509548,117.45564599,pineapple,11658.35
86.0,39.0,35.0,19.23881814,75.23359087,7.47965078,225.70512015,drychillies,10001.13
94.0,54.0,32.0,26.52034677,58.23928278,6.14552611,143.63627313,guar,21120.74
81.0,46.0,31.0,25.84513121,66.75375384,5.13339276,170.97726558,turmeric,2400.68
68.0,55.0,21.0,20.99240957,64.14485854,6.87159303,115.76658613,pigeonpeas,23391.95
85.0,40.0,19.0,18.02454279,60.48970686,7.09726886,191.05305929,longmelon,11432.76
95.0,53.0,40.0,23.33176749,73.23546526,5.86596763,228.88966601,bengalgram,17852.89
83.0,41.0,37.0,21.21277304,75.75875049,7.29688536,94.92249698,moongdal,14642.99
99.0,55.0,45.0,18.51544215,82.30270871,7.01822155,130.55281817,sweetpumpkin,15492.12
89.0,55.0,30.0,21.02138957,78.01208139,5.12465669,154.37853256,parval,20996.27
76.0,38.0,23.0,23.25690339,68.38795777,7.02854645,156.79694095,longmelon,11052.39
66.0,52.0,20.0,24.75150982,82.09917567,6.56871138,140.12055436,jowar,16584.68
65.0,35.0,33.0,25.6671646,59.27857316,7.95752819,69.2043966,pineapple,21082.16
64.0,46.0,28.0,24.33061293,76.94856823,5.10045168,211.66427224,mustard,11985.89
71.0,53.0,16.0,23.62287616,77.46260138,5.66535163,161.2585197,plum,20317.83
95.0,54.0,24.0,22.18888485,70.25660351,7.42115897,223.8945162,methileaves,21040.8
84.0,35.0,31.0,20.48581715,66.32047012,7.72541613,127.90729413,kinnow,13539.45
81.0,47.0,20.0,25.12605869,73.08234591,5.50194119,138.49785564,seam,24550.28
84.0,51.0,35.0,18.31844436,56.94635371,5.7452726,235.3035816,maidaatta,16847.62
69.0,45.0,42.0,22.33625241,69.24742871,6.01140058,76.77540122,tapioca,17185.03
94.0,55.0,28.0,19.72927974,68.83799078,7.49428741,74.34152091,thinai,18916.23
63.0,58.0,30.0,24.90883296,78.1031731,7.25656483,274.16022468,castorseed,17597.71
78.0,59.0,16.0,22.08464981,64.08647669,5.90361569,222.87099855,moathdal,24169.09
65.0,35.0,19.0,19.16027255,62.75768763,6.88160904,142.25438832,mustardoil,23096.35
76.0,51.0,22.0,24.20361725,82.19861527,5.27320989,194.41864769,spinach,18787.81
94.0,50.0,16.0,25.15360269,76.32962863,7.78829045,92.76589933,blackgram,21757.95
85.0,43.0,41.0,24.6389335,62.56827125,6.11204407,113.85034674,tinda,13477.99
82.0,42.0,32.0,22.44347719,68.72550215,6.36433849,201.57803247,greengram,21817.59
70.0,37.0,44.0,24.94716909,73.27451958,7.74904722,141.66514645,copra,17852.05
93.0,37.0,27.0,20.1561789,55.44261059,7.74932198,240.60805827,fieldpea,15453.32
79.0,40.0,38.0,24.37737693,60.86952716,5.91456033,229.88520907,jowar,14296.3
63.0,38.0,26.0,24.7505172,74.10110961,5.82874643,159.6899562,chillycapsicum,13009.17
60.0,37.0,17.0,23.67231122,62.43777858,6.43875686,126.69308684,drychillies,16432.79
78.0,54.0,27.0,26.56456515,70.75905863,5.22797498,109.33679707,tapioca,10935.05
79.0,60.0,22.0,24.3779412,65.62360808,5.86723762,112.59955213,cucumber,18037.49
78.0,53.0,29.0,24.01981197,63.02608209,5.9116588,142.25967256,linseed,16992.46
89.0,54.0,35.0,20.37125972,58.54255904,7.55041585,163.33843004,beans,12436.31
99.0,56.0,36.0,26.51271777,60.55268252,5.25076878,134.29465854,karamani,12659.82
73.0,57.0,18.0,26.68491614,56.28214037,5.95858847,67.44498041,amorphophallus,24574.45
68.0,45.0,35.0,22.59508816,55.93403116,7.69731919,161.40183005,potato,22675.88
100.0,40.0,40.0,18.15882129,65.74160338,6.26301696,184.11224005,suvarnagadde,18784.94
66.0,38.0,17.0,25.60310497,68.32933175,5.64523157,274.97626449,longmelon,12700.32
62.0,42.0,17.0,21.42431976,62.45230797,6.11502493,165.91144515,mungbean,10881.6
88.0,36.0,22.0,21.55309353,66.46066837,6.79171691,61.99623426,turmeric,2194.57
87.0,50.0,31.0,22.36317499,84.64737804,7.34831732,257.50461534,peas,18092.22
62.0,52.0,40.0,21.40051559,77.16025022,7.38071071,203.22658806,betalleaves,17802.12
88.0,40.0,22.0,25.17509083,76.4368008,6.55079744,127.23836267,mungbean,23440.47
61.0,38.0,22.0,20.3983191,68.84397052,7.77377141,278.60121039,peascod,13543.41
83.0,59.0,22.0,22.3421868,72.26188417,7.23014735,132.86197798,amphophalus,17867.11
94.0,49.0,22.0,22.52246698,77.66313455,7.36273539,162.9342808,tendercoconut,10997.46
80.0,44.0,38.0,21.63176855,84.9507226,7.98315891,230.77195317,amorphophallus,11393.85
63.0,58.0,17.0,23.70277038,65.19787479,6.54941308,295.92569984,greengram,10840.29
82.0,57.0,39.0,25.46948111,60.57620696,6.30164011,210.03321166,leafyvegetable,24030.88
80.0,53.0,33.0,18.60956519,72.44547766,6.71884733,136.32409685,ginger,1781.11
90.0,56.0,37.0,18.10286477,79.96760872,7.29250402,215.87642506,grapes,19967.15
90.0,55.0,32.0,18.24527653,61.23576736,5.18830009,253.53539575,sugar,50371.76
89.0,60.0,36.0,19.34081931,66.98236657,6.13086138,173.401469,sweetlime,18180.2
84.0,36.0,25.0,25.5549527,65.37097285,5.72004196,270.93085638,amphophalus,14272.52
77.0,40.0,19.0,22.30760674,71.30316253,5.9284992,267.38740466,raddish,21345.18
87.0,57.0,42.0,19.67309598,77.23361076,6.64524815,135.51163069,bottlegourd,20634.42
88.0,42.0,18.0,19.74360909,68.3754793,6.66089635,121.54724012,grapes,22914.75
81.0,46.0,40.0,19.64599353,63.94690726,7.3270423,191.31612033,blackgram,18429.42
75.0,35.0,19.0,18.061006,75.3127864,6.1737431,271.39199109,greenbanana,17770.79
87.0,42.0,31.0,24.13064075,69.26192795,6.81309163,61.89040152,peascod,13955.41
74.0,36.0,36.0,25.72277576,67.03733861,6.96506383,139.23676568,bengalgram,19391.85
75.0,35.0,37.0,22.9373788,69.43659202,5.11285028,246.56514108,brokenrice,5869.24
77.0,40.0,39.0,25.98291343,69.77313491,7.58088944,218.49072533,wheat,3626.54
79.0,37.0,35.0,18.61991316,70.17276343,5.59958838,85.39374454,sweetlime,23636.74
81.0,37.0,36.0,24.28485682,68.91395753,5.74047795,88.81660493,masurdal,11644.1
68.0,49.0,19.0,26.32308062,72.98060371,7.26763938,172.64151725,turdal,24575.03
97.0,40.0,20.0,24.29737329,57.87026043,5.30107061,64.56974731,seam,23329.33
74.0,52.0,35.0,19.99533102,58.14685662,5.16170276,291.13007545,leafyvegetable,17158.79
71.0,44.0,25.0,18.11191005,79.87322076,6.15228471,145.63916549,beans,16422.41
93.0,51.0,30.0,24.11393592,81.96838468,5.73500357,102.41845047,tamarindfruit,24390.16
66.0,58.0,22.0,26.30277783,78.67340818,7.93681339,206.4119394,elephatyam,21016.83
89.0,52.0,19.0,18.45160854,63.85897378,5.2611477,111.39419909,maize,3251.77
70.0,40.0,17.0,22.17962795,84.47487224,6.01073773,227.72707617,coriander,24289.78
96.0,46.0,25.0,21.85623877,80.96902,6.05792714,75.92512328,parval,24319.19
99.0,35.0,18.0,18.95995059,83.14367196,7.4763533,168.66262598,wood,18415.71
72.0,43.0,39.0,20.36046618,80.12377672,5.36978791,206.33545877,hybridcumbu,21718.64
96.0,46.0,44.0,19.37646402,82.30532968,6.95906036,186.36962994,blackgram,12469.1
73.0,58.0,30.0,24.3548724,60.37334393,6.32227761,250.26581163,mushrooms,17069.58
88.0,43.0,31.0,19.60955126,59.03883868,5.67586716,228.9747311,ginger,1500.95
92.0,40.0,20.0,18.21113807,62.63940129,6.87363716,116.03266228,jute,14840.0
68.0,54.0,43.0,26.88310663,64.77334281,6.57519794,279.56547622,potato,20073.35
68.0,41.0,29.0,25.50880657,71.29485081,7.60120881,184.51973961,masurdal,14791.09
77.0,59.0,25.0,25.58839404,79.2651859,7.26225024,237.0162832,leafyvegetable,17864.72
90.0,57.0,20.0,18.86192532,82.8611972,6.89295416,295.05425031,maize,3493.38
70.0,38.0,34.0,24.5757048,58.67268802,7.19799842,246.00162622,rice,4590.62
71.0,39.0,19.0,22.31414088,55.42985026,6.55971526,293.2203833,copra,21064.5
94.0,53.0,15.0,20.73430748,81.98438031,6.40072016,252.76024604,sapota,11556.17
72.0,37.0,43.0,18.88066534,73.94304354,6.39114138,270.76456606,kinnow,21270.25
98.0,47.0,28.0,18.29486947,74.61670353,6.80773288,140.21155723,tamarindfruit,24583.93
97.0,38.0,31.0,19.06762706,75.47712182,6.27735436,230.57663293,mustardoil,10453.44
90.0,54.0,45.0,26.34269964,68.91595,7.1972017,175.84230287,lemon,17431.55
79.0,56.0,32.0,19.87719231,79.03250346,6.2986601,177.29799011,pomegranate,16180.25
87.0,37.0,45.0,21.67643886,66.06366633,6.32978663,74.21949126,karamani,10969.15
65.0,52.0,22.0,26.50523064,79.39319938,6.18089516,170.07469838,ghee,14593.49
90.0,51.0,33.0,24.31406946,66.62398174,6.84028286,208.99718952,guar,21738.67
94.0,60.0,16.0,25.35598023,76.22792322,6.03175552,150.69176365,carrot,23906.31
74.0,57.0,39.0,21.4824355,73.83541522,7.49164342,125.38062896,capsicum,24974.42
66.0,54.0,40.0,23.34130839,82.57013506,7.93035156,211.09165648,lemon,16656.95
99.0,59.0,29.0,19.90292702,63.34021706,7.76136536,114.25636066,parval,11981.06
82.0,59.0,35.0,18.72350189,57.22265745,5.10973986,245.44162824,tamarindfruit,20744.96
98.0,51.0,30.0,24.34686405,67.71438456,7.62978288,195.05162781,banana,28097.23
78.0,55.0,31.0,23.44751937,65.27598191,6.76989802,83.93426736,rajgir,22933.56
78.0,44.0,18.0,23.72218239,61.6065372,6.70964333,118.68403569,barley,17910.24
86.0,37.0,25.0,19.47739697,56.78521906,6.97981153,269.49375438,soyabean,10695.2
96.0,39.0,21.0,22.14125061,58.33869999,7.55416748,197.56848432,muskmelon,22702.62
68.0,40.0,38.0,18.79698587,57.84676854,6.83185231,121.29209723,linseed,13073.89
83.0,51.0,27.0,23.0001119,73.41478465,7.28113723,169.54464374,lime,16897.57
97.0,52.0,32.0,24.60113172,55.80430248,5.90462192,196.84544453,lemon,22950.19
70.0,56.0,43.0,21.83373133,55.06994518,7.71455986,149.96086275,varagu,20608.46
98.0,56.0,23.0,20.33327107,76.30363693,5.90822822,141.76198293,wheat,4159.01
81.0,53.0,31.0,22.44977067,74.0475561,7.71044628,102.66053658,ginger,2180.31
84.0,42.0,28.0,21.35497797,78.45610384,7.19306511,74.55966776,peascod,21445.51
77.0,42.0,43.0,19.973685,61.99669342,6.41151008,168.42164519,pigeonpea,10348.2
79.0,48.0,25.0,19.46357647,55.72904949,6.4513622,107.34898441,lentil,23160.86
68.0,41.0,20.0,21.34239274,56.92088612,7.85274123,203.70530858,peppergarbled,15659.34
93.0,37.0,38.0,18.74324769,70.53161884,6.15919628,112.29101139,cauliflower,19624.54
74.0,38.0,34.0,23.84816096,58.12411224,7.44992915,104.68653183,tamarindfruit,19033.68
83.0,42.0,35.0,26.09866881,58.90497004,7.48890768,101.88396537,tapioca,21357.34
64.0,56.0,27.0,26.63959161,80.06617698,7.62793857,281.93127481,tobacco,22154.68
86.0,47.0,20.0,18.44071392,56.46396498,6.10385083,239.82670678,ridgegourd,19035.37
78.0,42.0,36.0,20.59021639,61.60904864,7.74932722,135.24711413,bottlegourd,16954.32
78.0,48.0,36.0,22.11055839,60.93966808,5.11461618,252.09546438,karamani,20018.12
68.0,52.0,34.0,18.25592818,72.24223407,5.89534987,258.02899497,soyabean,21946.94
92.0,39.0,44.0,22.07775138,62.93208263,7.73435635,273.41795215,peppergarbled,12074.31
85.0,37.0,28.0,21.20095725,63.98812982,5.14397787,141.8864738,fish,22160.07
70.0,43.0,17.0,19.31346251,75.44466787,7.6009649,274.93475609,drumstick,17679.58
61.0,46.0,21.0,26.99219213,57.28456952,5.23048605,111.86714252,tamarindfruit,23755.71
79.0,47.0,28.0,24.07871459,56.42579617,5.86682333,268.45726359,cotton,2375.97
63.0,48.0,37.0,26.80286529,60.21411957,7.67669918,112.79037729,turdal,20781.99
95.0,40.0,18.0,23.89566385,83.59572017,7.48461549,92.21519013,peppergarbled,14379.4
74.0,58.0,29.0,22.75008142,80.42091744,7.72147858,292.14240838,horsegram,10260.86
97.0,54.0,19.0,23.22213343,69.158545,5.60618452,162.02122331,castorseed,15840.56
74.0,56.0,21.0,26.6897347,56.28741624,6.93561558,267.7292666,roundgourd,22278.76
92.0,57.0,30.0,26.85342587,80.63586027,7.81865394,209.72814083,greengram,21326.41
98.0,42.0,37.0,23.27183698,84.96803566,6.95254282,288.3909535,brinjal,16962.5
