N,P,K,temperature,humidity,pH,rainfall,state,soil_type,crop,crop_price
79.0,59.0,25.0,19.2548564,79.84715625,7.21290095,231.9713146,Bihar,Peaty Soil,bittergourd,2744.71
83.0,40.0,27.0,19.50976952,57.82868676,6.17909904,275.13002376,Uttar Pradesh,Black Soil,coconut,1426.34
87.0,42.0,43.0,26.2943763,81.13476936,6.82950781,177.19015614,Chhattisgarh,Laterite Soil,rubber,2747.74
95.0,50.0,24.0,26.82358076,80.2622616,6.51985642,185.4877406,Uttar Pradesh,Red Soil,amorphophallus,2163.69
97.0,41.0,27.0,25.59014794,79.25783799,5.57180193,156.99255972,Chhattisgarh,Laterite Soil,bajra,1927.78
93.0,47.0,25.0,18.76999985,84.25698154,5.93263651,179.06828503,Rajasthan,Black Soil,pear,2048.24
72.0,42.0,41.0,22.67073153,61.53888193,6.85272311,115.67853585,Chhattisgarh,Desert Soil,ashgourd,2160.15
86.0,43.0,20.0,20.40528556,80.5426034,7.84615163,242.687056,Haryana,Desert Soil,pineapple,1708.54
90.0,59.0,22.0,21.5685626,73.55017675,5.98092502,67.61099053,Uttarakhand,Alluvial Soil,muskmelon,1060.56
80.0,55.0,18.0,23.52790812,58.35625373,7.67955085,228.07148233,Madhya Pradesh,Red Soil,potato,1106.76
86.0,37.0,15.0,19.81537348,63.41355887,5.60378773,132.31790381,Chhattisgarh,Laterite Soil,pear,2774.27
82.0,58.0,43.0,26.25657546,61.57288057,5.49533024,119.02252997,Meghalaya,Alluvial Soil,cauliflower,2368.89
96.0,38.0,38.0,18.72926685,56.23026825,5.41914241,260.98295236,Meghalaya,Saline Soil,soyabean,1202.24
93.0,36.0,40.0,21.28318297,83.42010648,6.8628122,170.90907303,Uttar Pradesh,Desert Soil,dusterbeans,2258.71
83.0,52.0,30.0,20.87220575,56.00529485,7.13826431,272.20816466,Uttarakhand,Saline Soil,brokenrice,1858.21
83.0,51.0,37.0,22.99215478,57.36151677,6.89518117,176.82891882,West Bengal,Coastal Soil,greenonion,2635.01
98.0,59.0,17.0,21.37575339,59.58578751,7.85619494,169.86915543,Tamil Nadu,Laterite Soil,tendercoconut,1006.15
88.0,45.0,44.0,23.91544977,56.58505674,7.49624422,254.39948089,Arunachal Pradesh,Desert Soil,cotton,4862.01
64.0,58.0,17.0,25.82262966,74.53744831,5.40798767,138.51903296,Rajasthan,Peaty Soil,clusterbeans,2453.95
96.0,54.0,29.0,25.41636664,56.57908736,7.24104974,233.82511941,Uttar Pradesh,Desert Soil,tomato,1887.6
87.0,57.0,23.0,21.3397848,73.05454065,5.29626166,187.60351772,Nagaland,Black Soil,plum,2030.54
93.0,57.0,33.0,18.91341008,65.27381616,6.98268397,176.65966827,Arunachal Pradesh,Mountain Soil,jute,2835.05
99.0,54.0,34.0,19.63047674,68.29082148,7.31498812,271.73107905,Tamil Nadu,Laterite Soil,turnip,1251.37
80.0,57.0,32.0,23.44147475,65.62055247,7.12210032,206.06180558,Arunachal Pradesh,Peaty Soil,methileaves,1900.5
60.0,35.0,16.0,19.89149501,65.13137132,5.83958153,243.15395788,West Bengal,Black Soil,dusterbeans,1444.05
76.0,58.0,27.0,24.06717122,60.89836239,5.12874872,147.2590482,Chhattisgarh,Desert Soil,greengram,1497.1
98.0,35.0,35.0,21.49777501,60.77502535,7.28127393,240.80158558,Gujarat,Saline Soil,jaggery,2951.76
89.0,38.0,30.0,26.82955137,80.05878348,5.35189486,258.20883411,Haryana,Alluvial Soil,jute,1398.77
77.0,38.0,44.0,22.47160025,77.04653683,5.2062865,179.85516562,Meghalaya,Coastal Soil,tapioca,2822.3
77.0,44.0,17.0,24.5574108,83.79291621,5.88146384,63.19033612,Gujarat,Mountain Soil,spinach,2047.51
83.0,48.0,24.0,19.04628516,56.87899832,5.20460537,126.56075037,Manipur,Black Soil,guar,1975.5
85.0,44.0,31.0,20.52325772,81.27386444,5.81314375,204.16408376,Mizoram,Red Soil,wheat,3191.38
79.0,36.0,41.0,18.65522023,66.02488416,6.91458839,99.15982387,Gujarat,Coastal Soil,coconutoil,1908.23
71.0,56.0,30.0,24.26964239,77.38182519,5.50248062,190.77858659,Sikkim,Black Soil,coconutoil,1699.23
100.0,44.0,31.0,24.15831184,59.84549865,7.3652304,151.62347991,Odisha,Laterite Soil,whitepumpkin,2398.55
95.0,35.0,41.0,21.38052281,64.34650331,7.62313332,279.96983753,Assam,Desert Soil,betalleaves,1502.49
95.0,54.0,36.0,24.11396584,78.75345003,6.35537941,166.3507043,Punjab,Desert Soil,raddish,2178.23
81.0,54.0,25.0,23.29671439,62.2932584,5.51788302,227.17848515,Punjab,Laterite Soil,onion,2393.4
71.0,55.0,33.0,21.43134902,57.75750399,7.11576504,204.2889084,Sikkim,Saline Soil,ragi,2301.18
74.0,43.0,32.0,23.81052954,68.41545819,6.29087455,82.23859233,West Bengal,Alluvial Soil,greenavare,1172.94
83.0,43.0,35.0,19.24350667,60.84374313,6.00716424,260.23456729,West Bengal,Red Soil,turmeric,10701.54
86.0,40.0,38.0,20.73890828,61.49753728,5.99366261,183.23487796,Kerala,Black Soil,cotton,5528.81
68.0,47.0,40.0,23.46401041,81.58375674,7.76801362,293.67068697,Uttar Pradesh,Forest Soil,roundgourd,2486.88
99.0,37.0,16.0,24.415749,83.46583056,7.49445684,210.92464582,Andhra Pradesh,Alluvial Soil,castorseed,1985.91
73.0,42.0,38.0,26.69961056,78.9162502,6.03608282,273.09548325,Goa,Coastal Soil,peas,2707.02
72.0,51.0,34.0,22.2264299,72.8914996,7.04034025,112.31933437,Uttarakhand,Red Soil,bajra,2869.7
63.0,54.0,16.0,18.01234766,60.02866032,5.60151285,249.09913286,Rajasthan,Coastal Soil,colacasia,2876.47
91.0,57.0,28.0,19.30840361,56.10792358,6.96332282,275.2723734,Arunachal Pradesh,Saline Soil,kidneybeans,2154.79
88.0,37.0,39.0,19.93619639,69.99695548,7.4239355,60.48796913,Karnataka,Laterite Soil,suvarnagadde,2065.75
89.0,57.0,31.0,25.03229986,76.89009641,6.54399917,74.18587103,Sikkim,Black Soil,pigeonpea,2445.61
82.0,39.0,20.0,25.18630798,76.37311327,7.52524183,132.95161025,Chhattisgarh,Red Soil,chillycapsicum,1147.45
97.0,48.0,39.0,18.37855659,69.75237142,6.16428435,222.11659288,West Bengal,Laterite Soil,corrianderseed,2672.38
77.0,38.0,16.0,21.82963167,73.64504224,6.8657365,271.25657768,Kerala,Forest Soil,tobacco,1251.49
83.0,46.0,31.0,20.96853119,67.79759845,5.88071358,63.43426574,Odisha,Alluvial Soil,masurdal,1930.92
100.0,41.0,19.0,25.21634147,66.31005211,6.37053385,188.1887213,Punjab,Peaty Soil,corrianderseed,2850.32
79.0,52.0,30.0,24.06714751,70.91809904,6.96232187,141.63492017,Meghalaya,Saline Soil,turmeric,9938.06
94.0,58.0,32.0,22.45273454,80.22598466,6.26197261,64.623879,West Bengal,Alluvial Soil,tamarindfruit,1722.75
66.0,46.0,44.0,24.50103101,74.42941555,6.74739798,63.08786012,Meghalaya,Black Soil,lime,2079.32
64.0,46.0,16.0,19.85916063,83.09765105,6.71810961,148.16325723,Manipur,Desert Soil,pear,1381.88
79.0,36.0,20.0,26.99686395,74.74391885,7.3263776,207.10718611,West Bengal,Mountain Soil,papaya,2481.89
84.0,40.0,25.0,23.95899319,74.89268132,6.14217671,220.0236006,Bihar,Alluvial Soil,pomegranate,4833.12
67.0,44.0,29.0,23.7250795,57.86172749,7.81636023,130.90728447,Assam,Forest Soil,longmelon,2620.16
71.0,50.0,39.0,23.65985908,61.42009276,5.25978357,109.66366217,Tamil Nadu,Desert Soil,guava,2371.95
76.0,53.0,31.0,26.20038206,66.69307193,5.02652779,258.29221784,Tripura,Alluvial Soil,tomato,1609.26
86.0,36.0,23.0,22.32353665,61.85909107,6.79610327,137.7282644,Gujarat,Black Soil,greenavare,1643.7
61.0,44.0,22.0,20.62870315,77.13570596,6.64645912,209.19169179,Chhattisgarh,Laterite Soil,greenchilli,2357.57
93.0,49.0,43.0,24.85718082,69.30456153,5.09360623,193.37655711,Telangana,Forest Soil,watermelon,1744.63
82.0,48.0,23.0,26.96479359,79.61243125,5.10927196,144.18310125,Karnataka,Peaty Soil,carrot,1476.19
75.0,49.0,28.0,23.91445913,78.86435743,7.56367414,137.65799829,Andhra Pradesh,Forest Soil,bajra,1388.11
71.0,38.0,20.0,22.29132242,74.32445323,5.88640281,194.15333997,Andhra Pradesh,Laterite Soil,chickpea,2146.68
86.0,43.0,42.0,23.70511008,81.30401822,6.96741328,245.13551463,Odisha,Mountain Soil,mothbeans,1112.41
71.0,54.0,23.0,20.88588257,78.71011768,5.4803211,82.07003321,Chhattisgarh,Mountain Soil,onion,2554.55
62.0,44.0,37.0,21.62700084,59.54665887,6.4851108,234.24209734,West Bengal,Mountain Soil,seam,2000.46
98.0,36.0,18.0,19.4659778,81.14284865,6.21860271,297.00554583,Rajasthan,Laterite Soil,amaranthus,2309.01
96.0,48.0,26.0,25.05794166,62.69136507,5.62583868,191.31045792,Meghalaya,Red Soil,banana,7546.13
89.0,48.0,31.0,21.28307935,71.49737343,6.9693551,175.68748021,Assam,Coastal Soil,amphophalus,2251.8
61.0,50.0,35.0,22.58599597,82.91976423,5.76105137,193.75614148,Uttarakhand,Desert Soil,mustard,1207.84
97.0,53.0,35.0,23.60572927,59.24256596,7.20819213,64.30170778,Madhya Pradesh,Red Soil,snakeguard,2116.07
78.0,53.0,17.0,23.69341749,73.64049769,6.51413342,97.50843756,Meghalaya,Desert Soil,wood,1032.37
88.0,54.0,24.0,23.73546603,62.32153217,6.05192854,244.42377377,West Bengal,Black Soil,redgram,1390.42
60.0,39.0,32.0,22.77391602,70.29715325,6.98796308,285.40009908,Maharashtra,Saline Soil,taramira,2763.62
90.0,38.0,24.0,26.66650667,59.21231352,6.25702059,115.01008321,Karnataka,Alluvial Soil,colacasia,1444.52
73.0,48.0,20.0,25.10399603,75.90209899,6.99464408,108.8981148,Kerala,Peaty Soil,greenpeas,1384.61
66.0,36.0,39.0,25.98624162,84.08132288,6.64562143,196.38275121,Telangana,Coastal Soil,carrot,2784.83
85.0,60.0,42.0,19.96363671,74.75218837,7.61134054,60.72751294,West Bengal,Mountain Soil,suvarnagadde,2570.62
97.0,38.0,26.0,21.440347,57.72209358,5.21764351,62.12928687,Jharkhand,Red Soil,peppergarbled,1118.97
69.0,44.0,31.0,19.02206751,63.15045437,5.08997542,201.01095392,Nagaland,Mountain Soil,amla,2140.13
86.0,56.0,21.0,23.28136668,58.9401109,5.72653167,122.1047235,Odisha,Forest Soil,cabbage,1680.64
68.0,56.0,38.0,22.62645533,73.68963904,6.42442047,238.71830715,Arunachal Pradesh,Laterite Soil,horsegram,1937.34
96.0,59.0,17.0,25.86701096,71.65782087,7.56077542,291.21977152,Odisha,Desert Soil,raddish,1113.86
64.0,36.0,25.0,20.94841586,79.09346853,7.88002333,65.80411341,Jharkhand,Alluvial Soil,elephatyam,2776.46
87.0,50.0,32.0,25.08641442,84.55911147,7.27990478,260.32755904,Tamil Nadu,Black Soil,spongegourd,1292.59
61.0,54.0,19.0,26.59312391,66.21697122,5.75502566,152.98618068,Rajasthan,Forest Soil,blackpepper,13188.12
92.0,57.0,24.0,21.32346148,59.43146833,7.08341238,237.87021202,Nagaland,Laterite Soil,chillycapsicum,1643.86
82.0,44.0,27.0,23.95378492,72.46215615,5.37071972,136.85876957,Meghalaya,Desert Soil,ashgourd,2993.23
98.0,41.0,15.0,20.12794269,60.65103653,6.5879759,82.14518595,Tripura,Saline Soil,seam,2233.29
65.0,50.0,37.0,21.45217063,84.3083935,6.10569111,293.78079198,Karnataka,Desert Soil,tinda,1931.14
61.0,51.0,23.0,21.97134121,73.25665023,5.28195367,137.78323587,West Bengal,Saline Soil,dusterbeans,2440.49
86.0,45.0,37.0,25.90804837,58.57591725,5.05423389,186.30438237,Assam,Mountain Soil,greenchilli,1166.77
94.0,52.0,29.0,18.33831393,62.7849874,7.18174937,212.34649723,Rajasthan,Black Soil,tinda,2809.48
70.0,57.0,32.0,24.8168954,71.46695375,7.81651477,202.797053,Karnataka,Desert Soil,pomegranate,6830.76
71.0,47.0,16.0,25.28915967,72.90517711,6.81630721,284.75390878,Kerala,Mountain Soil,drumstick,1935.26
70.0,47.0,41.0,22.854144,76.78272056,7.67041565,274.72001385,Goa,Coastal Soil,mustard,2252.3
95.0,52.0,38.0,21.33078773,70.17809967,6.78869708,183.50762593,Arunachal Pradesh,Desert Soil,chanadal,1877.87
73.0,46.0,19.0,22.20378252,59.924908,6.01309377,210.19090243,Punjab,Red Soil,mustardoil,1229.34
97.0,36.0,18.0,20.87463917,57.82642655,6.79807191,123.21260053,Punjab,Peaty Soil,mango,4017.81
71.0,40.0,44.0,19.57610075,78.64566246,7.60010057,145.70725407,Tamil Nadu,Black Soil,amorphophallus,1882.42
72.0,55.0,44.0,21.8466265,71.58239733,6.36200715,255.86169058,Goa,Laterite Soil,drumstick,1433.81
86.0,36.0,39.0,19.14023959,64.32712971,6.19402471,207.98919935,Uttarakhand,Coastal Soil,amphophalus,2229.3
82.0,37.0,43.0,20.99459767,74.41765177,5.31109678,219.65828746,Telangana,Peaty Soil,amorphophallus,1931.73
73.0,53.0,31.0,19.22785255,72.70417645,5.64046346,71.43154773,Gujarat,Coastal Soil,arecanut,1853.72
75.0,43.0,24.0,24.95290969,82.5492189,5.8934269,87.28745617,Uttar Pradesh,Forest Soil,cumbu,1752.23
84.0,49.0,27.0,21.48853155,67.72217133,6.05772571,227.12585586,Meghalaya,Mountain Soil,karamani,2029.35
75.0,47.0,25.0,23.13934886,59.17735343,7.61695263,105.57811979,Haryana,Saline Soil,mustardoil,2071.27
90.0,40.0,23.0,26.4933126,72.42320338,5.63378819,234.55288976,Meghalaya,Alluvial Soil,ginger,5112.91
93.0,37.0,40.0,20.6575123,83.47013753,6.08838692,154.54521806,Manipur,Red Soil,parval,1347.77
72.0,55.0,22.0,20.61686572,60.77576171,6.77053803,155.02112027,Rajasthan,Mountain Soil,coconut,2405.83
98.0,58.0,32.0,24.94960009,55.04048462,5.67486834,107.91728186,Goa,Black Soil,maize,2565.48
92.0,57.0,27.0,23.29807406,75.01423157,6.98893102,262.92942161,Nagaland,Red Soil,linseed,2863.96
80.0,54.0,30.0,19.88582287,63.75605288,7.11482347,285.75695316,Haryana,Laterite Soil,whitepumpkin,1465.9
74.0,37.0,27.0,24.62971537,60.62409561,5.70721336,111.46908447,Karnataka,Black Soil,ashgourd,2867.29
92.0,43.0,21.0,21.68056099,66.30442697,5.56129303,160.95786175,Goa,Desert Soil,lime,2981.57
70.0,50.0,28.0,22.36335549,60.92246052,7.70399644,73.04092517,Manipur,Desert Soil,papaya,2458.67
99.0,56.0,28.0,22.78573998,82.51372958,6.54073367,132.99884369,West Bengal,Red Soil,spinach,2966.89
64.0,58.0,27.0,25.3791208,70.48804029,7.10151371,151.07113357,Mizoram,Mountain Soil,sweetpotato,1628.86
62.0,44.0,20.0,25.49494719,73.91543078,7.24854402,102.71912971,Maharashtra,Desert Soil,leafyvegetable,2925.49
64.0,41.0,38.0,26.57096974,79.54644194,5.21943926,298.8051304,Uttar Pradesh,Desert Soil,soyabean,1762.88
91.0,60.0,24.0,20.87492742,74.33957367,7.47105624,207.19536182,Gujarat,Saline Soil,raddish,1413.58
90.0,43.0,23.0,22.04718277,70.02812776,7.40828753,106.95715368,Sikkim,Red Soil,whitepumpkin,2664.35
73.0,38.0,34.0,26.92664711,75.00561701,5.95227153,97.88535722,Andhra Pradesh,Saline Soil,sweetpumpkin,1333.83
62.0,59.0,33.0,22.31169034,72.41311356,6.16656063,132.88327306,Uttar Pradesh,Desert Soil,sugar,3035.41
90.0,45.0,34.0,21.63445332,55.4002163,6.4281174,78.86714345,Meghalaya,Peaty Soil,cumbu,1521.76
94.0,36.0,23.0,25.52251265,79.59131081,6.19622587,87.17599537,Chhattisgarh,Black Soil,chholia,1672.32
83.0,40.0,43.0,23.74550607,84.76847753,6.77366338,243.46357111,Arunachal Pradesh,Mountain Soil,barley,2672.89
73.0,56.0,18.0,18.89273078,73.33628989,5.36970647,222.16763589,West Bengal,Mountain Soil,turdal,1647.55
87.0,40.0,31.0,23.32577709,70.40452779,6.52677638,184.77280875,Maharashtra,Alluvial Soil,cashewnuts,2038.2
62.0,50.0,16.0,21.96163741,64.81594205,6.68223007,161.69289228,Odisha,Saline Soil,pear,1869.78
91.0,58.0,25.0,26.80869278,70.7114787,7.25468712,274.61786531,Uttarakhand,Mountain Soil,tendercoconut,1106.04
91.0,55.0,42.0,20.91275424,61.43191116,7.50684085,106.7922607,Goa,Saline Soil,rice,1851.4
93.0,35.0,29.0,22.92182682,69.66204285,6.37268756,140.73097893,Bihar,Alluvial Soil,frenchbeans,2747.68
84.0,36.0,40.0,19.37298496,82.4001006,7.44876301,153.39948783,Bihar,Peaty Soil,urddal,2843.54
77.0,54.0,42.0,25.47129993,60.53472278,5.22783836,233.37806966,Uttar Pradesh,Red Soil,parval,1714.73
71.0,38.0,17.0,23.09802859,83.69314264,6.03244571,159.38784235,Madhya Pradesh,Peaty Soil,lentil,2667.71
85.0,49.0,25.0,18.31955492,71.53713297,7.71829051,260.39859269,Uttarakhand,Forest Soil,linseed,2458.5
64.0,35.0,20.0,24.61961763,80.63301262,6.12677377,191.20778948,Telangana,Alluvial Soil,squash,2013.91
64.0,59.0,17.0,26.43324399,84.47155024,7.61480808,177.30648799,Meghalaya,Peaty Soil,pomegranate,7196.08
88.0,50.0,23.0,21.93151881,67.47078352,5.20655554,119.14508663,Jharkhand,Coastal Soil,jute,2576.86
79.0,41.0,19.0,20.22344111,59.3471158,5.90467293,268.16329287,Mizoram,Mountain Soil,amla,2775.69
61.0,57.0,28.0,21.18366822,73.66654919,6.60081405,201.05861525,Uttarakhand,Coastal Soil,cucumber,2952.36
72.0,45.0,27.0,19.9007876,56.45045617,6.47577315,63.87610778,Manipur,Black Soil,tamarindfruit,2407.47
91.0,43.0,28.0,24.08952802,78.43299064,6.2100008,116.423928,Jharkhand,Laterite Soil,maize,2845.49
73.0,48.0,17.0,25.17952971,72.79067406,6.53169927,167.92702401,Tripura,Mountain Soil,peppergarbled,2873.58
90.0,58.0,25.0,23.85700933,58.01404646,6.62722883,81.7789032,Mizoram,Laterite Soil,castorseed,2720.83
75.0,58.0,26.0,24.22819467,83.99889542,6.28519673,211.64015585,West Bengal,Black Soil,pineapple,1582.31
79.0,35.0,22.0,24.17712508,58.17098762,7.34920678,234.00347792,Rajasthan,Saline Soil,soyabean,2961.96
81.0,56.0,34.0,19.06020759,82.00505964,5.01972036,201.21038526,Uttar Pradesh,Mountain Soil,ginger,7062.75
73.0,50.0,43.0,24.65147006,81.37687118,7.52311699,266.49068551,Tamil Nadu,Laterite Soil,colacasia,2238.33
86.0,55.0,35.0,26.6604249,78.81618962,7.84372497,122.59329347,Bihar,Alluvial Soil,whitepumpkin,1707.07
72.0,42.0,41.0,24.00181252,83.685145,6.69026144,191.7171456,Kerala,Alluvial Soil,cabbage,1431.29
69.0,54.0,16.0,21.95575727,61.15205441,7.34616074,276.74264736,Gujarat,Black Soil,plum,1607.06
86.0,41.0,35.0,23.55981644,61.94905947,7.65253587,128.79057502,Jharkhand,Black Soil,chickpea,1003.41
98.0,54.0,35.0,24.13706758,81.27949358,6.3530529,113.94370351,Arunachal Pradesh,Alluvial Soil,sweetpotato,1088.24
66.0,35.0,29.0,21.56979211,79.41755137,6.35177988,232.81257296,West Bengal,Red Soil,coconutoil,1751.78
61.0,55.0,30.0,25.77268896,64.40525626,6.30604004,117.24074128,Maharashtra,Peaty Soil,sapota,1192.42
86.0,46.0,27.0,26.81340228,73.13854845,6.34486666,235.61335441,Telangana,Saline Soil,peppergarbled,2404.94
97.0,49.0,25.0,23.91834168,74.94261217,7.09198377,104.90433186,Odisha,Peaty Soil,suvarnagadde,2343.95
65.0,54.0,37.0,20.29281268,58.93546165,6.33253326,194.74487816,Mizoram,Peaty Soil,squash,1244.41
84.0,36.0,32.0,26.77343256,73.16250115,6.41296744,105.29784218,Mizoram,Forest Soil,spinach,2065.16
68.0,59.0,20.0,25.24511668,71.47423575,7.12515504,292.89515002,Goa,Alluvial Soil,tobacco,1221.74
85.0,37.0,38.0,25.45254698,84.3361901,7.85183813,230.87068243,Tripura,Coastal Soil,whitepumpkin,1048.95
97.0,41.0,31.0,20.82568188,77.62660704,5.64399136,142.33963392,Meghalaya,Laterite Soil,apple,3623.4
79.0,53.0,42.0,20.02829786,68.03360398,7.74766148,268.26349281,Punjab,Peaty Soil,tendercoconut,1673.37
83.0,57.0,25.0,20.7368816,68.34741385,7.38920219,139.96931977,Bihar,Mountain Soil,frenchbeans,1004.71
87.0,53.0,36.0,21.30539304,84.68618767,6.40242548,259.0393324,Sikkim,Coastal Soil,carrot,1844.58
70.0,60.0,17.0,21.56191457,82.0196109,7.537096,162.4959482,Tamil Nadu,Desert Soil,rajgir,2032.62
72.0,44.0,28.0,19.96948218,76.36164401,7.33537423,237.27625423,Sikkim,Alluvial Soil,kidneybeans,1077.77
71.0,50.0,24.0,23.76175306,70.65997369,6.46888951,168.20958456,Telangana,Coastal Soil,elephantyam,1417.16
95.0,57.0,23.0,20.83966254,55.72059933,7.98965864,75.86287485,Nagaland,Mountain Soil,amla,1799.0
83.0,36.0,18.0,18.67713107,63.4971332,5.72444295,72.4410524,Assam,Mountain Soil,horsegram,1118.7
92.0,53.0,19.0,26.51156841,55.91471862,5.68350706,234.76122212,Assam,Laterite Soil,greenavare,2053.84
77.0,55.0,30.0,21.64787754,61.70275894,5.32528792,217.53171966,Maharashtra,Saline Soil,greenonion,2179.44
98.0,53.0,18.0,19.5988944,79.11743423,7.21587913,84.96504893,Manipur,Red Soil,greenbanana,1897.2
87.0,37.0,43.0,20.91101461,67.08580054,7.59471121,158.21141503,West Bengal,Coastal Soil,sapota,2406.75
76.0,36.0,37.0,26.01846831,66.06828273,7.44903874,129.92329113,Bihar,Forest Soil,dusterbeans,1306.54
79.0,50.0,31.0,25.57757432,82.07086744,5.76694657,163.81293388,Arunachal Pradesh,Peaty Soil,seemebadnekai,2190.0
99.0,39.0,18.0,20.72954922,77.93908568,6.72668409,298.16385186,West Bengal,Black Soil,tamarindfruit,1836.87
92.0,51.0,41.0,22.25308804,74.39938665,5.96370584,255.12235757,Sikkim,Laterite Soil,pumpkin,2275.76
76.0,56.0,16.0,19.02967871,77.54229292,7.81951507,261.24661556,Bihar,Laterite Soil,turnip,2561.05
75.0,52.0,19.0,20.83949258,68.3755255,6.13728165,197.8426046,West Bengal,Laterite Soil,sesamum,1747.36
66.0,53.0,30.0,26.84196492,62.65060758,5.5129566,274.31931121,Mizoram,Mountain Soil,ashgourd,1156.42
94.0,36.0,21.0,24.47841106,75.91768911,7.95424959,299.2110364,Haryana,Mountain Soil,sweetpumpkin,1226.36
90.0,46.0,41.0,24.38708614,60.96422259,6.27285458,119.68501316,Uttarakhand,Red Soil,suratbeans,1222.59
67.0,43.0,37.0,26.67168773,62.85008151,5.36695723,261.25812008,Jharkhand,Mountain Soil,jaggery,1587.95
75.0,46.0,38.0,23.61562975,75.41409605,6.78249872,257.41796574,Gujarat,Black Soil,ragi,1366.48
89.0,47.0,15.0,26.06201608,67.62870812,7.66112711,282.74882094,Arunachal Pradesh,Desert Soil,frenchbeans,1624.19
95.0,53.0,27.0,26.48113598,60.16638275,5.81079727,195.59693395,Odisha,Desert Soil,maidaatta,2111.64
95.0,40.0,43.0,25.32682492,73.45358264,5.24870149,278.85191504,Kerala,Laterite Soil,suvarnagadde,2979.61
68.0,37.0,26.0,23.39600513,64.49773104,5.56903505,255.21475506,Mizoram,Peaty Soil,wheat,2533.96
67.0,49.0,23.0,26.67074703,76.39029203,7.08146893,190.93538752,Nagaland,Forest Soil,knoolkhol,2204.59
78.0,45.0,23.0,26.16238713,57.19755148,5.57959226,235.45637182,Tamil Nadu,Forest Soil,fieldpea,2444.54
91.0,46.0,25.0,24.23456326,72.13837574,5.85829851,252.66621591,Uttarakhand,Laterite Soil,raddish,2712.46
84.0,52.0,34.0,26.58461605,83.62749719,5.89100598,282.88282261,Odisha,Saline Soil,amla,2728.53
78.0,45.0,43.0,26.2864889,79.98824545,6.18053661,271.84195314,Sikkim,Red Soil,bengalgram,2599.26
61.0,41.0,30.0,25.02263891,57.33522418,7.89063943,219.91222615,Bihar,Laterite Soil,greenbanana,2654.28
73.0,56.0,21.0,18.53807187,76.5658751,5.21537657,136.93983459,Andhra Pradesh,Saline Soil,greenonion,1432.11
83.0,54.0,43.0,19.44376506,62.26766059,5.60644651,66.27401895,Bihar,Forest Soil,fish,2423.01
83.0,56.0,21.0,20.6794243,66.43919872,5.65506086,136.65481744,Karnataka,Red Soil,pigeonpeas,2920.55
89.0,43.0,35.0,19.46982175,78.01140193,6.09720731,129.93103672,Nagaland,Forest Soil,clusterbeans,2651.6
91.0,41.0,17.0,25.50935256,67.59969212,7.30347457,124.27605147,Tripura,Forest Soil,amaranthus,1468.19
91.0,58.0,28.0,21.43369328,56.98588975,6.61683444,246.57863141,Uttar Pradesh,Forest Soil,greenpeas,2348.83
74.0,37.0,40.0,25.29293006,74.45784207,6.06093261,65.77812993,Jharkhand,Forest Soil,greenonion,2356.72
83.0,43.0,39.0,23.62825469,60.7056179,5.67745647,192.5668861,Chhattisgarh,Laterite Soil,banana,4788.0
99.0,42.0,28.0,23.76678655,58.24673056,5.70255921,153.17597646,Haryana,Forest Soil,chanadal,2873.5
93.0,44.0,24.0,20.43165117,74.26525665,5.78343476,221.03812157,Manipur,Peaty Soil,jute,1420.68
65.0,56.0,20.0,22.24898087,73.90729134,5.8809773,170.93176988,Odisha,Forest Soil,tobacco,1994.28
89.0,57.0,35.0,25.03604558,77.40963282,6.50134371,73.76797029,Assam,Black Soil,grapes,3297.99
83.0,50.0,21.0,18.91377557,56.44981648,7.63932906,237.42833226,Nagaland,Desert Soil,whitepumpkin,2257.83
77.0,41.0,38.0,21.15277902,64.63740703,6.06430363,128.82023908,Tamil Nadu,Laterite Soil,greenpeas,2154.63
81.0,54.0,36.0,21.75658235,80.35271404,7.53407723,128.84826309,Rajasthan,Coastal Soil,cowpea,2201.32
91.0,52.0,40.0,18.9003924,65.67326766,7.05736492,233.97425058,Maharashtra,Coastal Soil,jowar,1181.68
66.0,41.0,33.0,25.42407857,59.92535275,7.46805779,293.79384608,Karnataka,Laterite Soil,pumpkin,2492.36
81.0,57.0,31.0,26.12106047,80.85852531,6.28184179,190.3414728,Madhya Pradesh,Red Soil,blackgram,1261.94
71.0,48.0,20.0,22.30949177,56.56911534,7.26210864,250.7974355,Gujarat,Laterite Soil,wheatatta,2017.97
83.0,42.0,20.0,24.26468415,73.47776816,5.11028592,152.27115132,Uttarakhand,Coastal Soil,cotton,4270.68
67.0,57.0,26.0,19.17137611,82.40615937,7.82311361,229.17896842,Chhattisgarh,Forest Soil,brokenrice,2401.39
69.0,42.0,37.0,19.56914811,74.84707739,5.56311097,174.79424911,Goa,Mountain Soil,whitepumpkin,1227.49
70.0,45.0,33.0,22.92689305,69.92149071,6.54588307,61.10265471,Sikkim,Alluvial Soil,orange,4340.4
87.0,53.0,37.0,24.63129674,72.07649943,5.74927682,241.6433826,Kerala,Peaty Soil,cotton,4474.66
64.0,46.0,36.0,22.85213328,80.69378272,5.03022041,290.27958349,Uttarakhand,Red Soil,barley,2716.48
92.0,56.0,36.0,22.41725561,68.32338554,7.96847924,184.81653074,Bihar,Peaty Soil,greenbanana,1250.19
62.0,39.0,43.0,21.60352822,64.90838351,7.92079873,261.52723289,Manipur,Saline Soil,muskmelon,1895.65
92.0,52.0,26.0,18.75088622,74.0774903,7.61012791,80.41853018,Telangana,Red Soil,coconutoil,1455.11
